LC_Up_Regulated_Genes,,DCT1,DCT2,DCT3,ERST2,ERST3,LC1,LC2,LC3,DCT-average,ERST-average,LC-average
Wfdc2,LC_DCT_LC_UP,0.49,0.37,0.26,1.19,0.28,729.64,858.82,720.93,0.373333333,0.735,769.7966667
Filip1,LC_DCT_LC_UP,0.48,0.77,0.7,1.75,1.08,9.36,8.51,10.7,0.65,1.415,9.523333333
Ptger1,LC_DCT_LC_UP,0.48,0.45,0.48,1.27,0.99,6.25,8.28,6.46,0.47,1.13,6.996666667
Chrne,LC_DCT_LC_UP,0.48,0.41,0.41,0.8,1.09,13.84,18.45,12.94,0.433333333,0.945,15.07666667
Adamtsl3,LC_DCT_LC_UP,0.48,0.15,0.2,0.92,1,15.49,13.16,16.67,0.276666667,0.96,15.10666667
Nrip3,LC_ERST_UP,0.47,0.49,0.77,4.93,5.58,0.6,0.19,0.51,0.576666667,5.255,0.433333333
Trim72,LC_DCT_LC_UP,0.47,0.41,0.54,0.46,0.34,3.43,4.49,4.15,0.473333333,0.4,4.023333333
Bcat1,LC_DCT_LC_UP,0.47,0.46,0.29,3.44,3.93,15.18,15.2,17.34,0.406666667,3.685,15.90666667
Gm15712,LC_DCT_LC_UP,0.47,0.17,0.27,1.28,1.45,5.97,5.54,5.52,0.303333333,1.365,5.676666667
Daam2,LC_DCT_LC_UP,0.47,0.28,0.27,1.39,1.41,11.84,12.26,11.4,0.34,1.4,11.83333333
Rpl3-ps1,LC_DCT_LC_UP,0.47,0,0,0.19,0.5,364.41,446.24,358.56,0.156666667,0.345,389.7366667
Serpinb6d,LC_ERST_UP,0.46,0.38,8.59,103.41,97.37,0,0,0,3.143333333,100.39,0
Dusp27,LC_DCT_LC_UP,0.46,0.67,0.51,0.18,0.21,5.39,5.72,5.22,0.546666667,0.195,5.443333333
Fbxl2,LC_DCT_LC_UP,0.46,0.63,0.41,1.92,1.99,14.79,15.62,14.85,0.5,1.955,15.08666667
Sestd1,LC_DCT_LC_UP,0.46,0.65,0.34,3.18,3.22,14.46,17.53,14.05,0.483333333,3.2,15.34666667
Sync,LC_DCT_LC_UP,0.46,0.53,0.29,0.44,0.28,4.35,3.81,3.87,0.426666667,0.36,4.01
Gm11581,LC_ERST_UP,0.45,0.28,0.87,5.18,5.1,0.29,0.8,1.83,0.533333333,5.14,0.973333333
Vgll2,LC_DCT_LC_UP,0.45,0.75,0.6,0.79,0.93,16.3,20.54,16.55,0.6,0.86,17.79666667
Xylt1,LC_DCT_LC_UP,0.45,0.59,0.41,0.88,0.7,23.97,22.45,24.11,0.483333333,0.79,23.51
P2rx6,LC_DCT_LC_UP,0.45,0.19,0.4,0.31,0.52,5.15,4.54,4.26,0.346666667,0.415,4.65
Zfp385c,LC_DCT_LC_UP,0.45,0.4,0.29,0.35,0.36,48.69,51.99,50.52,0.38,0.355,50.4
Sprr2i,LC_ERST_UP,0.45,0.19,0.14,10.2,10.47,0,0,0,0.26,10.335,0
Gm43063,LC_DCT_LC_UP,0.44,0.2,1.66,0.89,1.42,7.48,5.42,8,0.766666667,1.155,6.966666667
Gm4734,LC_DCT_LC_UP,0.44,0.19,0.44,0.36,0.27,2.39,3.86,2.6,0.356666667,0.315,2.95
Slc2a5,LC_ERST_UP,0.43,0.58,0.59,13.17,9.84,0.4,0.1,0.03,0.533333333,11.505,0.176666667
Isl1,LC_DCT_LC_UP,0.43,1.21,0.55,0.46,0.24,2.59,5.68,4.51,0.73,0.35,4.26
Tnfrsf13b,LC_ERST_UP,0.43,0.58,0.54,4.54,5.39,0.28,0.18,0.2,0.516666667,4.965,0.22
Creb3l3,LC_ERST_UP,0.43,0.66,0.22,11.23,11.12,0,0,0.05,0.436666667,11.175,0.016666667
9130204L05Rik,LC_ERST_UP,0.43,0.53,0.19,50.68,48.03,0,0,0,0.383333333,49.355,0
Gm16087,LC_ERST_UP,0.42,0.31,0.99,5.48,4.49,0.21,0.19,0.25,0.573333333,4.985,0.216666667
Ptprm,LC_DCT_LC_UP,0.42,0.47,0.71,2.38,2.11,8.77,8.6,8.53,0.533333333,2.245,8.633333333
Rgs7bp,LC_DCT_LC_UP,0.41,0.31,0.48,1.2,1.02,11.62,11.18,11.47,0.4,1.11,11.42333333
A230065H16Rik,LC_DCT_LC_UP,0.41,0.17,0.13,0.38,0.13,43.15,48.78,47.43,0.236666667,0.255,46.45333333
Gm28586,LC_DCT_LC_UP,0.4,0,1.52,0.19,0.36,4.04,5.56,5.91,0.64,0.275,5.17
Tekt2,LC_DCT_LC_UP,0.4,0.71,0.89,4.33,3.35,13.43,17.86,14.2,0.666666667,3.84,15.16333333
Lrrc38,LC_DCT_LC_UP,0.4,0.54,0.65,0.25,0.14,3.44,3.74,3.39,0.53,0.195,3.523333333
Syn3,LC_DCT_LC_UP,0.4,0.48,0.61,0.42,0.41,4.07,3.82,3.5,0.496666667,0.415,3.796666667
Rsph1,LC_DCT_LC_UP,0.4,0.92,0.53,0.81,1.31,6.43,7.18,5.28,0.616666667,1.06,6.296666667
Cyp1a1,LC_ERST_UP,0.4,0.64,0.49,23.11,19.28,0.88,0.3,0.51,0.51,21.195,0.563333333
Adamts14,LC_DCT_LC_UP,0.4,0.51,0.31,5.83,5.5,17.87,19.17,16.61,0.406666667,5.665,17.88333333
Gm9696,LC_ERST_UP,0.4,0.15,0.26,15.37,15.54,0,0,0,0.27,15.455,0
Fzd9,LC_DCT_LC_UP,0.4,0.39,0.22,1.43,1.05,350.99,435.13,341.72,0.336666667,1.24,375.9466667
Zfp423,LC_DCT_LC_UP,0.39,0.54,0.63,1.39,1.16,9.98,15.25,9.55,0.52,1.275,11.59333333
Zmat1,LC_DCT_LC_UP,0.39,0.51,0.58,0.61,0.59,3.79,4.38,4.35,0.493333333,0.6,4.173333333
Hvcn1,LC_ERST_UP,0.39,0.63,0.32,5.15,4.04,0.63,0.28,0.6,0.446666667,4.595,0.503333333
Ddo,LC_DCT_LC_UP,0.39,0.26,0.28,0.37,0.3,3.09,4.01,3.05,0.31,0.335,3.383333333
Stmnd1,LC_DCT_LC_UP,0.39,0.07,0.22,0.26,0.16,3.02,3.4,3.98,0.226666667,0.21,3.466666667
C630043F03Rik,LC_DCT_LC_UP,0.38,0.55,0.72,0.51,0.87,4.76,5.21,5.65,0.55,0.69,5.206666667
Has1,LC_DCT_LC_UP,0.38,0.47,0.59,0.53,0.39,6.3,7.59,6.16,0.48,0.46,6.683333333
Gm11510,LC_DCT_LC_UP,0.38,0.47,0,0,0,2.47,2.2,3.46,0.283333333,0,2.71
Gm16617,LC_DCT_LC_UP,0.37,0.46,0.59,1.09,1.66,9.31,5.95,10,0.473333333,1.375,8.42
Cyp26a1,LC_DCT_LC_UP,0.37,0.31,0.58,0.56,0.5,84.92,94.43,84.01,0.42,0.53,87.78666667
Pcdh9,LC_DCT_LC_UP,0.37,0.26,0.37,0.83,1.09,19.78,19.72,17.5,0.333333333,0.96,19
Prkar1b,LC_DCT_LC_UP,0.37,0.85,0.36,1.17,1.23,5.59,6.1,6.22,0.526666667,1.2,5.97
Rgs1,LC_ERST_UP,0.37,0.43,0.29,6.8,6.56,0.88,1.33,1.2,0.363333333,6.68,1.136666667
Dync1i1,LC_DCT_LC_UP,0.37,0.57,0.29,0.2,0.44,14.65,13.28,13.27,0.41,0.32,13.73333333
Hapln3,LC_DCT_LC_UP,0.37,0.37,0.21,1.26,1.54,6.19,8.75,8.55,0.316666667,1.4,7.83
Gm37728,LC_DCT_LC_UP,0.37,0.47,0.13,0.92,1.22,9.15,9.54,9.47,0.323333333,1.07,9.386666667
Cyp3a57,LC_ERST_UP,0.36,0.41,0.77,13.18,13.6,0.05,0,0,0.513333333,13.39,0.016666667
Pilra,LC_ERST_UP,0.36,1.49,0.48,7.15,5.06,0.48,0.59,0.73,0.776666667,6.105,0.6
Adcy2,LC_DCT_LC_UP,0.36,0.33,0.33,0.28,0.3,2.96,2.72,2.84,0.34,0.29,2.84
Cyp7b1,LC_ERST_UP,0.36,0.46,0.23,3.61,3.21,0.33,0.29,0.39,0.35,3.41,0.336666667
Edn3,LC_ERST_UP,0.36,0.86,0.23,6.95,7,1.07,0.97,0.62,0.483333333,6.975,0.886666667
Timp4,LC_DCT_LC_UP,0.35,0.36,1.01,2.64,1.97,58.22,64.73,61.69,0.573333333,2.305,61.54666667
Fam57b,LC_ERST_UP,0.35,0.85,0.6,20.49,19.38,1.66,3.92,2.5,0.6,19.935,2.693333333
Cd5,LC_ERST_UP,0.35,0.44,0.46,3.93,3.48,0.04,0.08,0.1,0.416666667,3.705,0.073333333
Plce1,LC_DCT_LC_UP,0.35,0.71,0.38,0.57,0.85,4.97,4.97,5.51,0.48,0.71,5.15
Trim55,LC_DCT_LC_UP,0.35,0.8,0.33,0.21,0.33,3.34,5.08,3.05,0.493333333,0.27,3.823333333
Gm1818,LC_DCT_LC_UP,0.35,0.42,0.14,0.28,0.22,4.62,4.2,4.36,0.303333333,0.25,4.393333333
Ngf,LC_DCT_LC_UP,0.35,0.34,0.07,2.41,1.96,10.72,10.84,7.33,0.253333333,2.185,9.63
Reg2,LC_DCT_LC_UP,0.34,0.25,3.53,8.5,4.27,18.6,21.74,23.66,1.373333333,6.385,21.33333333
Erg,LC_DCT_LC_UP,0.34,0.6,0.76,1.47,0.81,12.62,14.25,12.88,0.566666667,1.14,13.25
Prkg1,LC_DCT_LC_UP,0.34,0.07,0.61,0.61,0.37,3.91,3.3,3.15,0.34,0.49,3.453333333
Pik3c2g,LC_ERST_UP,0.34,0.51,0.57,3.68,4.56,0,0,0,0.473333333,4.12,0
Kcnj12,LC_DCT_LC_UP,0.34,0.12,0.38,0.52,0.52,5.23,4.5,4.35,0.28,0.52,4.693333333
Snx22,LC_DCT_LC_UP,0.34,0.27,0.32,2.37,2.52,10.8,9.8,8.88,0.31,2.445,9.826666667
Atp4a,LC_ERST_UP,0.34,0.2,0.15,2.98,3.51,0,0,0,0.23,3.245,0
Camp,LC_ERST_UP,0.34,0.43,0.11,4.98,5.57,0,0,0,0.293333333,5.275,0
Ptgis,LC_DCT_LC_UP,0.34,0.68,0.1,1.31,1.27,160.73,177.5,154.99,0.373333333,1.29,164.4066667
Ucn2,LC_ERST_UP,0.34,0.34,0.07,7.03,5.34,0.6,0,0.29,0.25,6.185,0.296666667
Pitx3,LC_DCT_LC_UP,0.33,0.68,0.36,0.32,0.56,3.47,4.09,4.24,0.456666667,0.44,3.933333333
Mrgprb1,LC_ERST_UP,0.33,0.27,0.31,4.44,7.8,0.28,0.04,0.67,0.303333333,6.12,0.33
P2rx2,LC_ERST_UP,0.33,0.29,0.27,5.76,4.93,0,0,0,0.296666667,5.345,0
Tmem200b,LC_DCT_LC_UP,0.33,0.14,0.22,1.07,1.45,8.32,8.13,8.87,0.23,1.26,8.44
Rdh16,LC_ERST_UP,0.32,0.39,0.93,7.5,7.35,0.24,0.16,0.31,0.546666667,7.425,0.236666667
Phf24,LC_ERST_UP,0.32,0.41,0.77,3.74,4.23,0.13,0.23,0.25,0.5,3.985,0.203333333
9530059O14Rik,LC_ERST_UP,0.32,0.32,0.72,4.52,4.61,0,0,0.03,0.453333333,4.565,0.01
Cilp2,LC_DCT_LC_UP,0.32,0.18,0.7,2.27,1.38,89.64,110.99,86.84,0.4,1.825,95.82333333
Dlg2,LC_ERST_UP,0.32,0.4,0.65,5.46,6.39,0,0.08,0.05,0.456666667,5.925,0.043333333
Gm5436,LC_DCT_LC_UP,0.32,0,0.49,0.1,0,6.2,4.34,3.76,0.27,0.05,4.766666667
D630008O14Rik,LC_DCT_LC_UP,0.32,0.14,0.44,0.29,0.26,1.74,3.06,3.32,0.3,0.275,2.706666667
Tnfrsf11a,LC_ERST_UP,0.32,0.22,0.37,5.45,5.32,0.59,1.6,0.8,0.303333333,5.385,0.996666667
5430416O09Rik,LC_DCT_LC_UP,0.32,0.11,0.34,0.61,0.53,5.01,5.32,4.17,0.256666667,0.57,4.833333333
Necab3,LC_DCT_LC_UP,0.32,0.32,0.19,0.48,0.6,4.48,3.39,3.63,0.276666667,0.54,3.833333333
Colq,LC_DCT_LC_UP,0.32,0.28,0.13,0.32,0.39,3.05,3.61,2.78,0.243333333,0.355,3.146666667
Cdh15,LC_DCT_LC_UP,0.32,0.28,0.1,0.08,0.09,2.77,3.05,2.19,0.233333333,0.085,2.67
Osbpl6,LC_DCT_LC_UP,0.31,0.24,0.47,0.67,1.18,8.15,8.43,9.92,0.34,0.925,8.833333333
Sel1l3,LC_DCT_LC_UP,0.31,0.46,0.28,0.41,0.49,3.77,3.8,3.68,0.35,0.45,3.75
Kcnma1,LC_DCT_LC_UP,0.31,0.16,0.27,0.35,0.18,16.76,19.49,17.77,0.246666667,0.265,18.00666667
Musk,LC_DCT_LC_UP,0.31,0.31,0.27,0.42,0.56,5.82,7.86,5.87,0.296666667,0.49,6.516666667
Prkd1,LC_DCT_LC_UP,0.31,0.32,0.26,0.84,0.58,5.75,5.14,4.94,0.296666667,0.71,5.276666667
Zfp521,LC_DCT_LC_UP,0.31,0.44,0.2,2.47,2.01,8.92,9.19,8.55,0.316666667,2.24,8.886666667
Gm438,LC_ERST_UP,0.31,0,0.1,11.44,10.71,0.07,0.12,0,0.136666667,11.075,0.063333333
Cstad,LC_DCT_LC_UP,0.31,0.64,0.1,0.72,0.1,3.67,4.12,6.65,0.35,0.41,4.813333333
Gm12866,LC_DCT_LC_UP,0.31,0.11,0.04,0.23,0.25,2.45,3.66,2.7,0.153333333,0.24,2.936666667
Krt2,LC_ERST_UP,0.3,0.51,0.38,6849.31,6435.51,0,0.06,0.08,0.396666667,6642.41,0.046666667
Rps3a3,LC_ERST_UP,0.29,0,0.56,605.07,606.07,0.53,0.17,0.64,0.283333333,605.57,0.446666667
Sdk2,LC_DCT_LC_UP,0.29,0.31,0.42,0.5,0.78,10.87,13.51,12.08,0.34,0.64,12.15333333
Srgap3,LC_DCT_LC_UP,0.29,0.33,0.28,0.59,0.42,3.11,3.32,3.42,0.3,0.505,3.283333333
Helz2,LC_DCT_LC_UP,0.29,0.27,0.27,0.27,0.19,2.72,2.74,2.81,0.276666667,0.23,2.756666667
Epm2a,LC_DCT_LC_UP,0.29,0.37,0.13,0.99,1.11,4.48,6.53,5.29,0.263333333,1.05,5.433333333
Myh8,LC_DCT_LC_UP,0.28,0.15,0.57,0.17,0.25,7.06,8.66,6.57,0.333333333,0.21,7.43
Gm43151,LC_DCT_LC_UP,0.28,0,0,0.68,0.52,3.7,3.01,5.09,0.093333333,0.6,3.933333333
Abcb4,LC_DCT_LC_UP,0.27,0.26,0.59,0.42,0.75,5.4,5.74,5.23,0.373333333,0.585,5.456666667
Cd33,LC_ERST_UP,0.27,0.39,0.32,5.36,5.08,0.41,0.52,0.43,0.326666667,5.22,0.453333333
Phyhipl,LC_DCT_LC_UP,0.27,0,0.26,0.11,0.18,3.35,6.41,4.62,0.176666667,0.145,4.793333333
Tenm3,LC_DCT_LC_UP,0.27,0.25,0.25,1.41,1.49,7,7.97,6.92,0.256666667,1.45,7.296666667
Trim46,LC_DCT_LC_UP,0.27,0.32,0.16,0.47,0.35,15.31,19.07,15.91,0.25,0.41,16.76333333
Gm26899,LC_DCT_LC_UP,0.27,0.23,0,0.37,0.23,2.91,2.75,2.71,0.166666667,0.3,2.79
Pla2g5,LC_DCT_LC_UP,0.26,0.83,0.51,10.22,11.1,92.5,91.45,99.32,0.533333333,10.66,94.42333333
Tmem25,LC_DCT_LC_UP,0.26,0.44,0.5,0.31,0.68,3.51,4.11,3.84,0.4,0.495,3.82
Pdzk1,LC_ERST_UP,0.26,0.23,0.29,5.25,5.4,0.02,0.16,0,0.26,5.325,0.06
Gm12248,LC_ERST_UP,0.26,0.32,0.17,66.8,76.72,0.33,0,0.38,0.25,71.76,0.236666667
Loxl4,LC_DCT_LC_UP,0.26,0.28,0.15,3.32,2.6,38,43.75,40.08,0.23,2.96,40.61
Kcnj11,LC_DCT_LC_UP,0.26,0.17,0.13,0.17,0,2.52,3.02,2.9,0.186666667,0.085,2.813333333
Mup20,LC_ERST_UP,0.26,0.33,0.09,2.52,3.22,0,0,0,0.226666667,2.87,0
Chst5,LC_DCT_LC_UP,0.26,0.19,0.08,0.16,0.03,4.11,3.76,4.42,0.176666667,0.095,4.096666667
Sprr2d,LC_ERST_UP,0.26,0,0,21.79,27.32,0,0,0,0.086666667,24.555,0
Gm13177,LC_ERST_UP,0.25,0.24,0.5,64.3,62.03,0,0,0,0.33,63.165,0
2610528A11Rik,LC_ERST_UP,0.25,0.63,0.36,7.86,7.55,0.16,0,0.18,0.413333333,7.705,0.113333333
Ric3,LC_DCT_LC_UP,0.25,0.18,0.3,0.45,0.32,3.46,2.84,4.43,0.243333333,0.385,3.576666667
Gm436,LC_ERST_UP,0.25,0.39,0.25,27.77,25.12,0,0,0,0.296666667,26.445,0
Sobp,LC_DCT_LC_UP,0.25,0.19,0.1,0.48,0.38,4.31,4.33,4.9,0.18,0.43,4.513333333
Dlx6,LC_DCT_LC_UP,0.24,0.12,0.32,0.13,0.26,18.11,19.99,19.71,0.226666667,0.195,19.27
Gsdmc,LC_ERST_UP,0.24,0.07,0.27,14.47,14.25,0,0,0,0.193333333,14.36,0
Lrrc14b,LC_DCT_LC_UP,0.24,0.22,0.1,0.07,0,3.67,3.11,2.74,0.186666667,0.035,3.173333333
Dnajc22,LC_DCT_LC_UP,0.24,0.06,0.05,0.15,0.09,3.54,5.24,3.95,0.116666667,0.12,4.243333333
Kcnc4,LC_DCT_LC_UP,0.23,0.28,0.56,1.08,0.72,12.78,12.94,11.42,0.356666667,0.9,12.38
Dgat2l6,LC_ERST_UP,0.23,0.11,0.37,29.58,32.62,0.06,0.1,0.07,0.236666667,31.1,0.076666667
RP23-174K7.2,LC_DCT_LC_UP,0.23,0.19,0.35,0.71,0.54,17.65,20.65,16.75,0.256666667,0.625,18.35
Spock2,LC_DCT_LC_UP,0.23,0.28,0.27,0.73,0.93,7.85,8.87,8.13,0.26,0.83,8.283333333
F830045P16Rik,LC_ERST_UP,0.23,0.05,0.23,3.52,2.92,0,0,0,0.17,3.22,0
Gm38119,LC_ERST_UP,0.23,0,0.11,5.53,6.95,0,0,0,0.113333333,6.24,0
Serpinb6c,LC_ERST_UP,0.23,0.36,0.06,33.61,35.33,0.3,0.13,0.25,0.216666667,34.47,0.226666667
Cd200r3,LC_ERST_UP,0.22,0.15,0.62,3.49,2.94,0.23,0.32,0.04,0.33,3.215,0.196666667
Lincpint,LC_DCT_LC_UP,0.22,0.44,0.57,2.9,3.23,12.27,12.66,15.67,0.41,3.065,13.53333333
D630036G22Rik,LC_DCT_LC_UP,0.22,0.24,0.45,0.65,0.42,7.71,9.15,8.89,0.303333333,0.535,8.583333333
St8sia5,LC_DCT_LC_UP,0.22,0.25,0.4,0.23,0.33,2.45,3.08,2.86,0.29,0.28,2.796666667
Ndp,LC_DCT_LC_UP,0.22,0.28,0.3,0.95,0.94,20.57,23.44,21.99,0.266666667,0.945,22
Npbwr1,LC_ERST_UP,0.22,0.09,0.25,4.08,3.02,0,0,0,0.186666667,3.55,0
Lhx8,LC_DCT_LC_UP,0.22,0.11,0.09,0.24,0.24,2.38,2.5,3.01,0.14,0.24,2.63
Gdf15,LC_DCT_LC_UP,0.22,0.14,0,0.92,0.67,8.18,8.81,7.44,0.12,0.795,8.143333333
A930018M24Rik,LC_DCT_LC_UP,0.21,0.73,0.84,1,1.14,4.22,6.1,4.4,0.593333333,1.07,4.906666667
Dlgap1,LC_DCT_LC_UP,0.21,0.2,0.53,0.66,0.53,6.06,7.54,6.03,0.313333333,0.595,6.543333333
Prr32,LC_DCT_LC_UP,0.21,0.09,0.21,0.26,0.2,2.96,1.78,3.41,0.17,0.23,2.716666667
D630003M21Rik,LC_DCT_LC_UP,0.21,0.11,0.13,0.78,0.69,5.05,5.89,4.98,0.15,0.735,5.306666667
Dpysl4,LC_DCT_LC_UP,0.21,0.36,0.13,0.51,0.37,15.36,18.86,15.39,0.233333333,0.44,16.53666667
Bdkrb1,LC_DCT_LC_UP,0.21,0.15,0.12,0.62,0.58,4.11,5.56,5.14,0.16,0.6,4.936666667
2700069I18Rik,LC_DCT_LC_UP,0.21,0,0,0.29,0,4.84,4.87,4.77,0.07,0.145,4.826666667
Lce3f,LC_ERST_UP,0.2,0.24,0.63,12.91,8.31,0,0,0,0.356666667,10.61,0
Scube1,LC_DCT_LC_UP,0.2,0.3,0.32,0.23,0.2,33.58,38.03,31.3,0.273333333,0.215,34.30333333
Myod1,LC_DCT_LC_UP,0.2,0.3,0.32,0.2,0.22,2.78,3.86,3.72,0.273333333,0.21,3.453333333
Acan,LC_DCT_LC_UP,0.2,0.14,0.18,0.13,0.1,186.44,215.06,180.65,0.173333333,0.115,194.05
Nr4a3,LC_DCT_LC_UP,0.2,0.19,0.18,0.2,0.08,1.69,3.83,2.77,0.19,0.14,2.763333333
1200007C13Rik,LC_DCT_LC_UP,0.2,0.04,0.15,0.06,0,2.48,2.95,2.61,0.13,0.03,2.68
Gm38197,LC_DCT_LC_UP,0.2,0.17,0.14,0.23,0.25,5.77,3.92,4.93,0.17,0.24,4.873333333
Gjd3,LC_ERST_UP,0.2,0,0.1,2.79,1.79,0.13,0,0.15,0.1,2.29,0.093333333
Gm5538,LC_ERST_UP,0.19,0.31,0.62,90.02,84.5,0,0,0,0.373333333,87.26,0
Gm17056,LC_DCT_LC_UP,0.19,0.12,0.38,0.37,0.32,12.04,11.02,10.25,0.23,0.345,11.10333333
Slc6a12,LC_DCT_LC_UP,0.19,0.53,0.36,0.49,0.49,3.25,3.31,3.71,0.36,0.49,3.423333333
Kcnc1,LC_DCT_LC_UP,0.19,0.03,0.33,0.47,0.21,9.89,9.29,7.73,0.183333333,0.34,8.97
Pitpnm3,LC_DCT_LC_UP,0.19,0.27,0.29,0.8,0.81,15.91,15.87,14.56,0.25,0.805,15.44666667
Acsl6,LC_DCT_LC_UP,0.19,0.24,0.21,0.53,0.46,10.46,10.73,8.4,0.213333333,0.495,9.863333333
Gm8885,LC_ERST_UP,0.19,0,0,3.04,2.54,0,0,0,0.063333333,2.79,0
Nr3c2,LC_DCT_LC_UP,0.18,0.25,0.32,1.31,0.6,6.37,5.39,5.33,0.25,0.955,5.696666667
Oas1e,LC_ERST_UP,0.18,0.21,0.28,3.27,3.7,0,0,0,0.223333333,3.485,0
Shroom1,LC_DCT_LC_UP,0.18,0.25,0.26,0.36,0.3,3.48,4.14,3.5,0.23,0.33,3.706666667
Gm525,LC_DCT_LC_UP,0.18,0.25,0.16,0.52,0.17,275.32,275.48,264.09,0.196666667,0.345,271.63
Itga10,LC_DCT_LC_UP,0.18,0.12,0.09,0.2,0.1,10.52,11.22,10.92,0.13,0.15,10.88666667
Htra4,LC_DCT_LC_UP,0.18,0.25,0,0.3,0.04,15.85,22.01,16.16,0.143333333,0.17,18.00666667
Tvp23a,LC_DCT_LC_UP,0.17,0.3,0.09,0.67,0.45,3.59,4.83,3.17,0.186666667,0.56,3.863333333
Gm5979,LC_DCT_LC_UP,0.17,0,0,0,0,4.53,2.51,6.22,0.056666667,0,4.42
4930449A18Rik,LC_ERST_UP,0.16,0.08,0.59,5.58,3.89,0,0,0,0.276666667,4.735,0
Smim18,LC_ERST_UP,0.16,0.2,0.3,5.1,5.35,0,0,0,0.22,5.225,0
Il17f,LC_DCT_LC_UP,0.16,0.39,0.29,0.47,0.32,3.86,2.7,4.83,0.28,0.395,3.796666667
Atp10a,LC_DCT_LC_UP,0.16,0.2,0.25,0.59,0.57,4.26,3.92,4.49,0.203333333,0.58,4.223333333
Etnk2,LC_DCT_LC_UP,0.16,0.24,0.23,0.4,0.57,3.23,3.82,3.61,0.21,0.485,3.553333333
Gm12092,LC_DCT_LC_UP,0.16,0,0.15,0.09,0.15,2.2,3.08,2.55,0.103333333,0.12,2.61
Tmem117,LC_DCT_LC_UP,0.15,0.13,0.46,1,1.15,4.37,4.69,5,0.246666667,1.075,4.686666667
Tmem213,LC_DCT_LC_UP,0.15,0,0,0,0.41,29.21,26.54,27.72,0.05,0.205,27.82333333
BC018473,LC_ERST_UP,0.14,0.18,0.38,4.57,4.77,0.26,0,0.4,0.233333333,4.67,0.22
Rgn,LC_ERST_UP,0.14,0.17,0.37,11.4,12.27,0,0,0,0.226666667,11.835,0
Dcaf12l1,LC_DCT_LC_UP,0.14,0.07,0.18,0.19,0.06,2.97,2.65,2.99,0.13,0.125,2.87
Dok7,LC_DCT_LC_UP,0.14,0.15,0.15,0.44,0.38,6.26,6.58,5.96,0.146666667,0.41,6.266666667
Dhx58os,LC_DCT_LC_UP,0.14,0.06,0.14,0.95,0.67,33.68,36.5,38.44,0.113333333,0.81,36.20666667
Sgpp2,LC_ERST_UP,0.14,0.07,0.11,16.31,15.55,0.62,0.23,0.33,0.106666667,15.93,0.393333333
2900018N21Rik,LC_DCT_LC_UP,0.14,0.06,0.09,0.73,0.53,4.1,4.01,3.7,0.096666667,0.63,3.936666667
Il6,LC_DCT_LC_UP,0.14,0.39,0.07,0.32,0.21,10.95,8.87,10.66,0.2,0.265,10.16
Gm38157,LC_DCT_LC_UP,0.14,0.61,0.07,0.38,0.42,4.68,4.67,3.44,0.273333333,0.4,4.263333333
Gm38066,LC_DCT_LC_UP,0.14,0,0.05,0.19,0.08,2.11,1.42,2.37,0.063333333,0.135,1.966666667
Prdm6,LC_DCT_LC_UP,0.14,0.14,0.03,0.1,0.03,2.21,2.21,2.25,0.103333333,0.065,2.223333333
Sprr2e,LC_ERST_UP,0.14,0.18,0,2.49,1.95,0,0,0,0.106666667,2.22,0
Gm37140,LC_DCT_LC_UP,0.13,0,0.35,1.09,0.9,12.92,8.24,11.47,0.16,0.995,10.87666667
Ppp1r1b,LC_DCT_LC_UP,0.13,0.16,0.34,0.44,0.24,439.16,485.43,431.97,0.21,0.34,452.1866667
Zcchc18,LC_DCT_LC_UP,0.13,0.13,0.26,0.18,0.2,4.12,4.48,4.64,0.173333333,0.19,4.413333333
Aadacl3,LC_ERST_UP,0.13,0.25,0.25,4.17,3.69,0,0,0,0.21,3.93,0
Otos,LC_DCT_LC_UP,0.13,0.16,0.24,1.02,1.18,83.25,86.69,74.55,0.176666667,1.1,81.49666667
Enkur,LC_DCT_LC_UP,0.13,0,0.14,0.48,0.79,7.02,6.77,8.11,0.09,0.635,7.3
Colgalt2,LC_DCT_LC_UP,0.13,0.11,0.14,0.38,0.16,8.61,9.37,8.43,0.126666667,0.27,8.803333333
Nr2f1,LC_DCT_LC_UP,0.13,0.51,0.13,1.1,0.83,5.42,5.43,5.53,0.256666667,0.965,5.46
Cd28,LC_DCT_LC_UP,0.13,0.12,0.11,0.43,0.56,18.19,18.73,19.37,0.12,0.495,18.76333333
Efr3b,LC_DCT_LC_UP,0.13,0.14,0.11,0.16,0.09,2.27,1.93,2.18,0.126666667,0.125,2.126666667
Gm9625,LC_DCT_LC_UP,0.12,0,0.44,0.55,0.6,14.48,20.43,9.09,0.186666667,0.575,14.66666667
Ms4a2,LC_ERST_UP,0.12,0.18,0.4,7.07,7.07,0.11,0.13,0.13,0.233333333,7.07,0.123333333
Ankrd1,LC_DCT_LC_UP,0.12,0.16,0.17,0.22,0.15,19.75,19.78,20.01,0.15,0.185,19.84666667
Hs3st3a1,LC_DCT_LC_UP,0.12,0.17,0.14,0.32,0.38,9.18,10.2,8.72,0.143333333,0.35,9.366666667
Gm10382,LC_DCT_LC_UP,0.12,0.16,0.06,0.26,0.35,5.3,5.41,6.03,0.113333333,0.305,5.58
Comp,LC_DCT_LC_UP,0.12,0.22,0.06,0.91,0.79,1116.83,1392.29,1056.09,0.133333333,0.85,1188.403333
